ArtikkelNr;Beskr;LevNr;LevKod;LevFargKod;Sasong;KjedeInnkPris;TotalLagerBeh;RegistrertDato;SistEndretDato;Antall;But. med lager;Lager ant. pr. butikk;Strekkoder
9859375;CLASSIC COTTON C-NECK;40;8030541;902;202001;158,94;4;06/03/20;22/09/20;2;20;4;7325705732722,7325705732807
9858290;CLASSIC COTTON C-NECK;40;8030541;902;202001;158,94;9;17/01/20;22/09/20;2;11|13|20;1|1|7;7325705732739,7325705732746,7325705732753,7325705732760,7325705732777,7325705732784,7325705732791
9860322;CLASSIC COTTON V-NECK;40;8030542;292;202003;189,11;25;16/07/20;30/11/20;2;2|16;14|11;7325705966677,7325705966776,7325705966820,7325705966875,7325705966929,7325705967025,7325705967070
9861034;CLASSIC COTTON V-NECK;40;8030542;292;202003;189,11;2;15/09/20;30/11/20;2;2|16;1|1;7325705966721
9860323;CLASSIC COTTON V-NECK;40;8030542;374;202003;189,11;30;16/07/20;30/11/20;2;2|16;15|15;7325705966684,7325705966783,7325705966837,7325705966882,7325705966936,7325705967032,7325705967087
9861035;CLASSIC COTTON V-NECK;40;8030542;374;202003;189,11;2;15/09/20;30/11/20;2;2|16;1|1;7325705966738
9860324;CLASSIC COTTON V-NECK;40;8030542;97;202003;189,11;17;16/07/20;30/11/20;2;2|16;12|5;7325705755585,7325705755592,7325705755608,7325705755615,7325705755622,7325705755639,7325705755646
9861036;CLASSIC COTTON V-NECK;40;8030542;97;202003;189,11;2;15/09/20;30/11/20;2;2|16;1|1;7325705755653
9847043;FINE MERINO V-NECK;40;8040012;374;201703;225,63;1;13/06/17;30/03/20;2;5;1;
9847454;FINE MERINO V-NECK;40;8040012;374;201704;225,63;0;19/07/17;30/03/20;2;;;7325702000312,7325702000329,7325702000336,7325702000343,7325702000350,7325702000367,7325702000374
9854049;FINE MERINO V-NECK;40;8040042;905;201903;250,65;0;08/01/19;05/03/20;2;;;7325702528687,7325702528724,7325702528731,7325702528748
9853548;FINE MERINO V-NECK;40;8040042;905;201903;250,65;0;23/11/18;27/11/19;2;;;7325702528694,7325702528717
9835739;E. SOLID LS HEAVY RUGGER;40;805550;96;201403;79,52;0;06/01/15;05/03/20;2;;;7332972355394,7332972355417
9846746;E. SOLID LS HEAVY RUGGER;40;805550;96;201403;79,52;0;27/04/17;05/03/20;2;;;7332972355387
9811687;E. COTTON DOUBLE MINIBRETON V-NECK;40;81201;410;200001;0;3;21/01/10;30/03/20;2;1;3;0200001009495,7322625779585,7322625779608,7322625779615,7322625779639,7322625779691,7322625779707
9843342;O2. JACQUARD V-NECK;40;81201;410;201603;322,01;0;18/08/16;05/03/20;2;;;7325701102734,7325701102741,7325701102758,7325701102765,7325701102772
9811688;E. COTTON CABLE V-NECK;40;81206;410;200001;0;4;21/01/10;05/03/20;2;1;4;0200001009518,7322625781052,7322625781076,7322625781083,7322625781106,7322625781137,7322625781144
9842920;O2. RIB TURTLENECK;40;81206;410;201603;272,2;0;01/08/16;05/03/20;2;;;7325701112221,7325701112238,7325701112245,7325701112252,7325701112269,7325701112276
9800888;BOYS IVY FLANNEL FF SL;40;812150;90;201503;0;0;13/09/05;31/10/18;2;;;7322628125389,7322628125396,7322628125402,7322628125419
9802952;FLANNEL PANTS FF SL;40;812150;90;201603;0;2;31/07/06;30/03/20;2;1;2;7322622331373,7322622331380,7322622331397,7322622331403
9826143;SOLID COTTON CREW;40;83061;280;201503;137,97;0;03/10/12;05/03/20;2;;;7322624741453,7322624837347,7322624848909,7322624914048,7322624947053,7322624973274,7322625015508
9815238;SOLID COTTON CREW;40;83061;280;201803;0;0;03/12/10;05/03/20;2;;;7322620649777,7322620650537
9827179;SOLID COTTON CREW;40;83061;283;201203;117,12;0;11/01/13;05/03/20;2;;;
9806450;SOLID COTTON CREW;40;83061;283;201503;137,97;0;19/12/07;05/03/20;2;;;7322624518185,7322624735834,7322624850353,7322624927673,7322624940412,7322624944182,7322624947572
9810146;SOLID COTTON CREW;40;83061;405;201503;137,97;29;29/06/09;30/03/20;2;1|20;16|13;0200001032400,0200001032417,7322625729931,7322625730753,7322625731644,7322625732276,7322625733075,7322625733471,7322628611530
9802207;SOLID COTTON CREW;40;83061;405;201803;0;22;17/03/06;30/03/20;2;1;22;7322620097981,7322620648862,7322620649531,7322620650360,7322620651176,7322620652432,7322620652913,7322622769510,7322624515887,7322624516624,7322624517171,7322624517492,7322624518130,7322624518604,7322625011395,7322625013344,7322625016109,7322625019520,7322625022384,7322625024333
9831315;SOLID COTTON CREW;40;83061;480;201503;137,97;0;06/01/14;05/03/20;2;;;7322624729352,7322624807708,7322625027143
9806451;SOLID COTTON CREW;40;83061;480;201703;0;0;19/12/07;05/03/20;2;;;7322624517447,7322624518468
9831319;SOLID COTTON CREW;40;83061;690;201503;137,97;0;06/01/14;05/03/20;2;;;7321368527910,7321368527927,7321368527934,7321368527941
9815240;SOLID COTTON CREW;40;83061;690;201803;0;0;03/12/10;05/03/20;2;;;7322620649319,7322620650063,7322620652746
9826144;SOLID COTTON CREW;40;83061;95;201503;137,97;0;03/10/12;05/03/20;2;;;7322624459419,7322624459426,7322624459433,7322624459440,7322624459457,7322624459464,7322624459471
9808229;SOLID COTTON CREW;40;83061;95;201801;0;0;11/07/08;05/03/20;2;;;7322625733181
9810147;SOLID COTTON CREW;40;83061;97;201503;137,97;34;29/06/09;30/03/20;2;1|20;21|13;0200001032424,0200001032431,7322624730587,7322624738828,7322624925020,7322624925068,7322624931595,7322624953115,7322625038873
9805241;SOLID COTTON CREW;40;83061;97;201803;0;0;10/08/07;22/11/19;2;;;7322620649098,7322620649821,7322620650599,7322620651404,7322620652623,7322620653095,7322624516075,7322624516853,7322624517249,7322624517560,7322624518208,7322624518673
9810371;SOLID COTTON V-NECK;40;83062;280;201503;137,97;56;13/07/09;30/03/20;2;1|20;35|21;0200001032271,0200001032288,7322624717335,7322624723565,7322624829663,7322624931403,7322624942751,7322624943550,7322624947084
9802848;SOLID COTTON V-NECK;40;83062;280;201803;0;14;31/07/06;30/03/20;2;1;14;7322620653538,7322620654009,7322620654535,7322620655181,7322620656263,7322620656836,7322622759207,7322622767134,7322622767165,7322622771421,7322622791801,7322622791849,7322624518963,7322624519342,7322624519847,7322624520164,7322624520805,7322624521246,7322628417460
9832875;SOLID COTTON V-NECK;40;83062;281;201503;137,97;15;25/06/14;30/03/20;2;1|14|20;12|1|2;7322624703574,7322624741279,7322624823005,7322624829489,7322624900225,7322624923286,7322625004762
9801609;SOLID COTTON V-NECK;40;83062;281;201704;0;58;24/01/06;30/03/20;2;1;58;7322620101411,7322620101459,7322620101497,7322620101527,7322620101794,7322620101831,7322623399525,7322623399792,7322623399808,7322623399846,7322623400115,7322623400122,7322625011272,7322625013221,7322625015980,7322625019186,7322625022261,7322625024210,7322629580866,7322629584239,7322629587094,7322629594108,7322629610150,7322629613809
9810372;SOLID COTTON V-NECK;40;83062;283;201503;137,97;24;13/07/09;30/03/20;2;20;24;7322624747783,7322624787611,7322624799317,7322624930536,7322624936026,7322624969666,7322625021493
9800336;SOLID COTTON V-NECK;40;83062;283;201703;0;28;02/08/05;30/03/20;2;1;28;7322624518970,7322624519359,7322624519854,7322624520171,7322624520812,7322624521253,7322628375050,7322628375067,7322628375074,7322628375081,7322628375098,7322628375104
9816998;SOLID COTTON V-NECK;40;83062;382;201503;137,97;53;08/08/11;06/11/19;2;20;53;7322624818636,7322624819701,7322624830614,7322624886994,7322624924979,7322624931953,7322624940504
9805242;SOLID COTTON V-NECK;40;83062;382;201803;0;0;10/08/07;30/03/20;2;;;7322620653521,7322620653996,7322620654528,7322620655167,7322620656256,7322620656829,7322624518949,7322624519328,7322624519823,7322624520140,7322624520782,7322624521222
9825411;SOLID COTTON V-NECK;40;83062;494;201503;137,97;0;23/08/12;05/03/20;2;;;7322628014737,7322628014874,7322628015017,7322628015154,7322628016656,7322628020424
9805081;SOLID COTTON V-NECK;40;83062;494;201703;0;14;24/07/07;30/03/20;2;1;14;7322624518857,7322624519175,7322624519731,7322624520058,7322624520690,7322624521130
9800339;SOLID COTTON V-NECK;40;83062;496;201503;137,97;0;02/08/05;22/11/19;2;;;7322628375548,7322628375555,7322628375562,7322628375579,7322628375586,7322628375593
9809090;SOLID COTTON V-NECK;40;83062;496;201901;0;0;07/01/09;22/11/19;2;;;7322621721168,7322621722264,7322621736995,7322621737589,7322622142535,7322622142979,7322622143259
9810376;SOLID COTTON V-NECK;40;83062;685;201203;117,12;11;13/07/09;30/03/20;3;20;11;0200001032219,0200001032226
9825520;SOLID COTTON V-NECK;40;83062;685;201503;137,97;5;27/08/12;06/11/19;3;20;5;7322624715652,7322624735339,7322624738750,7322624939911,7322624942157,7322624949323,7322625038613
9806457;SOLID COTTON V-NECK;40;83062;685;201703;0;0;19/12/07;05/03/20;3;;;7322624519991
9826030;SOLID COTTON V-NECK;40;83062;689;201503;137,97;0;19/09/12;05/03/20;2;;;7321360410333,7321360410340,7321360410357,7321360410364,7321360410388,7321360410395
9805243;SOLID COTTON V-NECK;40;83062;689;201703;0;0;10/08/07;30/03/20;2;;;7322624518802,7322624519120,7322624519625,7322624520003,7322624520645,7322624521024
9828883;SOLID COTTON V-NECK;40;83062;690;201503;137,97;10;28/06/13;30/03/20;2;20;10;7321368528320,7321368528337,7321368528344,7321368528351,7321368528368,7321368528375,7321368528382
9800341;SOLID COTTON V-NECK;40;83062;690;201603;0;0;02/08/05;22/11/19;2;;;7322622768100,7322622768148,7322622773197,7322622793928,7322622793959,7322622794017,7322628375821,7322628375838,7322628375845,7322628375852,7322628375869,7322628375876
9825492;SOLID COTTON V-NECK;40;83062;699;201503;137,97;0;24/08/12;05/03/20;2;;;7321365078101,7321365078118,7321365078125,7321365078132
9801149;SOLID COTTON V-NECK;40;83062;699;201701;0;50;25/10/05;30/03/20;2;1;50;0200001108129,0200001108136,7322620102258,7322620102296,7322620102333,7322620102371,7322620102616,7322620102692,7322622768230,7322622773296,7322622773326,7322622773357,7322622794079,7322622794130,7322623401860,7322623401877,7322623401884,7322623401891,7322623401914,7322623401921,7322629013999,7322629014002,7322629014019,7322629014026,7322629014040,7322629014057,7322629580125,7322629584048,7322629585588,7322629587742,7322629612871,7322629614097
9815620;SOLID COTTON V-NECK;40;83062;91;201503;137,97;0;21/01/11;05/03/20;2;;;7322628014805,7322628014942,7322628015086
9805244;SOLID COTTON V-NECK;40;83062;91;201704;0;18;10/08/07;30/03/20;2;1;18;7322624519038,7322624519472,7322624519915,7322624520232,7322624520874,7322624521314,7322625011302,7322625013252,7322625016017,7322625019292,7322625022292,7322625024241
9810377;SOLID COTTON V-NECK;40;83062;92;201503;137,97;12;13/07/09;30/03/20;2;1|20;11|1;0200001070747,0200001070754,7322624703376,7322624740944,7322624745475,7322624795913,7322624898935,7322624918886,7322624925402
9808157;SOLID COTTON V-NECK;40;83062;92;201803;0;0;10/07/08;30/03/20;2;;;7322620653668,7322620654078,7322620654627,7322620655334,7322620656393,7322620657024,7322629193646,7322629193998
9825493;SOLID COTTON V-NECK;40;83062;95;201204;117,12;0;24/08/12;05/03/20;2;;;
9827106;SOLID COTTON V-NECK;40;83062;95;201503;137,97;0;10/01/13;05/03/20;2;;;7322624465977,7322624465991,7322624466004,7322624466011,7322624466028,7322624466035,7322624466042
9810385;SOLID COTTON ZIP;40;83063;405;201503;158,56;0;13/07/09;05/03/20;2;;;0200001052682,7322624723572,7322624786232,7322624842044,7322624940993,7322624942096,7322624942379,7322624954204
9808158;SOLID COTTON ZIP;40;83063;405;201803;0;0;10/07/08;05/03/20;2;;;7322620657673,7322620663247,7322620665180,7322620666309,7322620668242,7322620669027,7322621747182,7322621748240,7322621750793,7322621753558
9810379;SOLID COTTON ZIP;40;83063;480;201503;158,56;59;13/07/09;30/03/20;2;1|20;54|5;0200001059599,0200001059605,7322624744911,7322624745437,7322624836326,7322624850377,7322624889315,7322625039665,7322625040692
9809118;SOLID COTTON ZIP;40;83063;480;201803;0;1;08/01/09;30/03/20;2;20;1;7322620665227
9810381;SOLID COTTON ZIP;40;83063;92;201503;158,56;13;13/07/09;30/03/20;2;1;13;7322624715621,7322624838139,7322624895347,7322624900058,7322624910507,7322624950251
9815252;SOLID COTTON ZIP;40;83063;92;201803;0;0;03/12/10;05/03/20;2;;;7322620666965,7322620668587,7322620669225
9827150;SOLID COTTON ZIP CARDIGAN;40;83064;405;201204;158,56;0;10/01/13;05/03/20;2;;;
9811508;SOLID COTTON ZIP CARDIGAN;40;83064;405;201503;186,36;44;11/01/10;30/03/20;2;1|20;38|6;0200001016424,0200001035258,7322620674953,7322620677176,7322624836449,7322624934633,7322624938761,7322624941341,7322625010800,7322625038576,7322625063523
9808230;LT WEIGHT COTTON CREW;40;83071;281;200001;0;13;11/07/08;16/03/20;2;1;13;0200001013447,7322625755640,7322625757088,7322625758115,7322626484914,7322626484921,7322626484945,7322626484969,7322626484976,7322626484990
9857294;LIGHT WEIGHT COTTON CREW;40;83071;281;201903;153,81;7;30/08/19;29/05/20;2;10|20;3|4;7325705362288,7325705362295,7325705362301,7325705362318,7325705362325,7325705362332,7325705362356,7325705362363
9806406;LT WEIGHT COTTON CREW;40;83071;287;201201;106,31;2;19/12/07;30/03/20;2;1;2;7322622923615,7322622927354,7322622932372,7322622934963,7322622941756,7322622946591,7322625755657,7322625756500,7322625757095,7322625757453,7322625758122,7322625758962
9827467;LT. WEIGHT COTTON CREW;40;83071;287;201903;153,81;0;25/01/13;05/03/20;2;;;7322626485065,7322626485089,7322626485096,7322626485102,7322626485126,7322626485133
9803992;LT WEIGHT COTTON CREW;40;83071;495;201201;106,31;0;26/01/07;22/11/19;2;;;7322629576708,7322629587476,7322629588268,7322629605293,7322629605385,7322629606399
9833446;LIGHT WEIGHT COTTON CREW;40;83071;495;201903;153,81;0;17/07/14;30/03/20;2;;;7322626484426,7322626484433,7322626484457,7322626484488,7322626484525,7322626484556,7322626484693
9806407;LT WEIGHT COTTON CREW;40;83071;496;201201;106,31;0;19/12/07;22/11/19;2;;;7322625755275,7322625756012,7322625756968,7322625757323,7322625757927,7322625758351
9809091;LT. WEIGHT COTTON CREW;40;83071;496;201903;153,81;13;07/01/09;30/03/20;2;1|20;10|3;0200001016912,0200001083839,7322622920034,7322622920959,7322622923370,7322622928580,7322622930095,7322622943255,7322622944023,7322626467047,7322626467078,7322626467092,7322626467108,7322626467122,7322626467139,7322626467153
9804068;LT WEIGHT COTTON CREW;40;83071;699;201201;106,31;0;30/01/07;22/11/19;2;;;7322629575268,7322629577255,7322629582068,7322629592470,7322629593415,7322629604852
9833436;LIGHT WEIGHT COTTON CREW;40;83071;699;201903;153,81;4;17/07/14;05/03/20;2;10;4;7321365083136,7321365083143,7321365083150,7321365083167,7321365083174,7321365083181
9849751;LT. WEIGHT COTTON CREW;40;83071;908;201801;139;0;09/01/18;16/03/20;2;;;
9838414;LIGHT WEIGHT COTTON CREW;40;83071;908;201903;153,81;4;20/07/15;29/05/20;2;10|20;1|3;7325702552965,7332972896880,7332972896897,7332972896903,7332972896910,7332972896927,7332972896934,7332972896941
9826561;LT WEIGHT COTTON CREW;40;83071;92;201201;106,31;0;21/12/12;05/03/20;2;;;
9828505;LIGHT WEIGHT COTTON CREW;40;83071;92;201903;153,81;7;30/04/13;30/03/20;2;5|10|20|40;1|4|1|1;7322626453927,7322626453996,7322626454528,7322626454597,7322626454665,7322626454733
9823382;LT WEIGHT COTTON V-NECK;40;83072;385;201801;139;0;09/02/12;07/11/19;2;;;0200001103643,0200001103650,7322625760187,7322625761092,7322625761719,7322625763676
9844969;LT. WEIGHT COTTON V-NECK;40;83072;385;201903;139;0;09/01/17;27/11/19;2;;;7325701452594,7325701452600,7325701452617,7325701452624,7325701452631,7325701452648,7325701452655
9806411;LT WEIGHT COTTON V-NECK;40;83072;395;201801;139;22;19/12/07;07/11/19;2;1;22;7322625759693,7322625760200,7322625761177,7322625761733,7322625762938,7322625763690
9840769;LT. WEIGHT COTTON V-NECK;40;83072;395;201903;139;1;14/01/16;30/01/20;2;10;1;7321368179355,7321368179362,7321368179379,7321368179386,7321368179393,7321368179409
9848814;LT. WEIGHT COTTON V-NECK;40;83072;478;201703;139;0;25/09/17;05/03/20;2;;;0200001187933
9847232;LT. WEIGHT COTTON V-NECK;40;83072;478;201903;139;1;07/07/17;05/03/20;2;40;1;7325701452662,7325701452679,7325701452686,7325701452693,7325701452709,7325701452716
9806413;LT WEIGHT COTTON V-NECK;40;83072;484;201801;139;0;19/12/07;30/03/20;2;;;7322625759471,7322625760125,7322625760965,7322625761528,7322625762655,7322625763478
9829123;LT. WEIGHT COTTON V-NECK;40;83072;484;201903;139;1;15/07/13;30/03/20;2;40;1;7321368179515,7321368179522,7321368179539,7321368179546,7321368179553,7321368179560,7321368179577
9808812;LT WEIGHT COTTON V-NECK;40;83072;485;201804;139;55;02/10/08;30/03/20;2;1;55;0200001017421,7322628504313,7322628504320,7322628504399,7322628504412,7322628504429,7322628504436
9849021;LT. WEIGHT COTTON V-NECK;40;83072;485;201903;139;0;26/10/17;30/03/20;2;;;7325701958195,7325701958218,7325701958225,7325701958232
9809095;LIGHT WEIGHT COTTON V-NECK;40;83072;495;201903;139;272;07/01/09;05/03/20;2;1|10|40;51|219|2;0200001001963,0200001013485,7321368303750,7322622918345,7322622923684,7322622925480,7322622932259,7322622937964,7322622940476,7322622947277,7322626494562,7322626494579,7322626494586,7322626494609,7322626494616,7322626494630,7322626494647
9853198;LIGHT WEIGHT COTTON V-NECK;40;83072;495;201903;139;0;02/10/18;05/03/20;2;;;7322626494531
9806414;LT WEIGHT COTTON V-NECK;40;83072;496;201801;139;23;19/12/07;30/03/20;2;1;23;0200001103681,0200001103698,7322625759440,7322625760095,7322625760675,7322625761498,7322625762624,7322625763447
9809096;LT. WEIGHT COTTON V-NECK;40;83072;496;201903;139;111;07/01/09;12/02/20;2;1|20|40;91|19|1;7322622918451,7322622929112,7322622937759,7322622941008,7322622942845,7322622943071,7322622943088,7322626493237,7322626493275,7322626493282,7322626493312,7322626493350,7322626493367,7322626493381
9809098;LT WEIGHT COTTON V-NECK;40;83072;691;201901;145,71;1;07/01/09;30/03/20;2;1;1;7322622919212,7322622928146,7322622932846,7322622937933,7322622939760,7322622945341
9829125;LT. WEIGHT COTTON V-NECK;40;83072;691;201903;139;3;15/07/13;30/03/20;2;20;3;7321368178884,7321368178891,7321368178907,7321368178914
9806417;LT WEIGHT COTTON V-NECK;40;83072;699;200001;0;4;19/12/07;05/03/20;3;1;4;0200001001932,0200001013409,7322625759273,7322625760057,7322625760637,7322625761450,7322625762587,7322625763348,7322626491509,7322626491554
30005;LT WEIGHT COTTON V-NECK;40;83072;699;201901;145,71;4;01/03/10;05/03/20;3;1;4;7322622924414,7322622933331,7322622938770,7322622939678,7322622946348
9856222;LIGHT WEIGHT COTTON V-NECK;40;83072;699;201903;139;8;11/07/19;17/01/20;3;10|40;5|3;7321365084324,7321365084331,7321365084348,7321365084355,7321365084362,7321365084379,7321365118043,7325705098842
9806418;LT WEIGHT COTTON V-NECK;40;83072;891;201801;139;29;19/12/07;30/03/20;2;1;29;7322625759235,7322625760019,7322625760453,7322625761412,7322625762549,7322625763188
9821297;LIGHT WEIGHT COTTON V-NECK;40;83072;891;201903;139;10;11/01/12;30/03/20;2;10|40;1|9;7322620694128,7322620694135,7322620694166,7322620694180,7322620694203,7322620694265,7322620694289
9814169;LT WEIGHT COTTON V-NECK;40;83072;901;200001;0;27;28/07/10;30/03/20;2;1;27;0200001001758,0200001013140,7322626489483,7322626489490,7322626489506,7322626489513,7322626489537
9838444;LT. WEIGHT COTTON V-NECK;40;83072;901;201903;139;0;21/07/15;27/11/19;2;;;7325700369985,7325700369992,7325700370004,7325700370011,7325700370028,7325700370035
9811608;LT WEIGHT COTTON V-NECK;40;83072;902;200001;166,8;2;18/01/10;05/03/20;2;1;2;0200001001727,0200001013126,7322626489568,7322626489575,7322626489582,7322626489599,7322626489612,7322626489629
9849269;LIGHT WEIGHT COTTON V-NECK;40;83072;902;201903;139;0;18/12/17;05/03/20;2;;;7325701957983,7325701957990,7325701958003,7325701958010,7325701958027,7325701958034,7325701958041,7325702041032
9811096;LT WEIGHT COTTON V-NECK;40;83072;905;199904;0;28;08/10/09;30/03/20;2;1;28;7322620286323,7322620352714,7322620359355,7322620364489,7322620366247,7322620367138
9815054;LIGHT WEIGHT COTTON V-NECK;40;83072;905;201903;139;88;19/10/10;30/03/20;2;1|10|20|40;70|7|10|1;0200001001765,0200001051425,7322625591200,7322625591217,7322625591224,7322625591231,7322625591255,7322625591262,7322625591279,7325705098859
9811102;LT WEIGHT COTTON V-NECK;40;83072;92;199904;135,52;28;08/10/09;22/11/19;2;1;28;7322620248352,7322620249960,7322620286514,7322620294021,7322620314798,7322620336554
9808814;LIGHT WEIGHT COTTON V-NECK;40;83072;92;201903;139;69;02/10/08;17/01/20;2;1|10;64|5;0200001051340,0200001087776,7321368303576,7322626487274,7322626487298,7322626487311,7322626487335,7322626487359,7322626487373,7322626487397,7322628502043,7322628502074,7322628502081,7322628502234,7322628502241,7322628502258
9811097;LT WEIGHT COTTON V-NECK;40;83072;93;199904;130,89;28;08/10/09;07/11/19;2;1;28;7322620249694,7322620249939,7322620306649,7322620337766,7322620357542,7322620366209
9806419;LIGHT WEIGHT COTTON V-NECK;40;83072;93;201903;139;92;19/12/07;03/08/20;2;1|10;74|18;7322625590357,7322625590364,7322625590371,7322625590388,7322625590418,7322625590425,7322625590432,7322625759778,7322625760422,7322625761382,7322625761955,7322625763157,7322625763843
9809100;LT WEIGHT COTTON V-NECK;40;83072;94;200001;120,46;37;07/01/09;30/03/20;2;1;37;0200001001987,0200001013263,7322622917805,7322622920720,7322622933263,7322622936899,7322622937506,7322622941879,7322622942838,7322626487427,7322626487434,7322626487458,7322626487465,7322626487472,7322626487489
9840385;LT. WEIGHT COTTON V-NECK;40;83072;94;201903;139;0;30/12/15;05/03/20;2;;;7325700369442,7325700369459
9829127;LT. WEIGHT COTTON ZIP;40;83073;5;201302;0;0;15/07/13;05/03/20;2;;;
9827595;LT. WEIGHT COTTON ZIP;40;83073;5;201703;164,48;0;01/02/13;05/03/20;2;;;7322626498164,7322626498188,7322626498195
9829135;LT. WEIGHT COTTON ZIPCARDIGAN;40;83074;287;201901;200,39;0;16/07/13;05/03/20;2;;;7322620700690,7322620700737,7322620700843
9847233;LT. WEIGHT COTTON ZIP CARDIGAN;40;83074;287;201901;200,39;0;07/07/17;05/03/20;2;;;7322620700553,7322620700768,7322620700881
9851407;COTTON WOOL CREW;40;83101;382;201802;0;0;23/05/18;05/03/20;2;;;0200001188046
9848433;COTTON WOOL CREW;40;83101;382;201903;199,78;14;29/08/17;05/03/20;2;10;14;7325701945034,7325701945041,7325701945058,7325701945065,7325701945072,7325701945089,7325701945096
9847279;COTTON WOOL CREW;40;83101;485;201903;199,78;0;10/07/17;22/09/20;2;;;7325701945195,7325701945201,7325701945218,7325701945225,7325701945232,7325701945249,7325701945256
9848459;COTTON WOOL CREW;40;83101;485;201903;199,78;0;01/09/17;27/11/19;2;;;7325701945263
9848460;COTTON WOOL CREW;40;83101;488;201703;178,38;2;01/09/17;30/11/20;2;16;2;
9847280;COTTON WOOL CREW;40;83101;488;201903;199,78;2;10/07/17;29/05/20;2;10|14;1|1;7325701945270,7325701945287,7325701945294,7325701945300,7325701945317,7325701945324,7325701945331,7325701945348
9831383;COTTON WOOL CREW;40;83101;5;201303;129,73;0;07/01/14;16/03/20;3;;;
9846708;COTTON WOOL CREW;40;83101;5;201701;220,08;0;25/04/17;16/03/20;3;;;
9830508;COTTON WOOL C-NECK;40;83101;5;202003;199,78;156;30/09/13;08/12/20;3;2|3|6|9|11|12|13|14|16|17|18|19|20;13|9|13|9|15|10|16|5|11|14|16|13|12;7321369005479,7321369005486,7321369005493,7321369005509,7321369005516,7321369005523,7321369005530,7321369137101
9848461;COTTON WOOL CREW;40;83101;678;201703;178,38;3;01/09/17;30/11/20;2;16;3;
9842590;COTTON WOOL CREW;40;83101;678;201903;199,78;41;15/07/16;22/09/20;2;40;41;7325701096132,7325701096149,7325701096156,7325701096163,7325701096170,7325701096187,7325701096194,7325701313260
9846709;COTTON WOOL CREW;40;83101;92;201701;220,08;0;25/04/17;16/03/20;2;;;
9831386;COTTON WOOL C-NECK;40;83101;92;202003;199,78;143;07/01/14;10/12/20;2;2|3|6|9|11|12|13|14|16|17|18|19|20|40;12|10|9|10|8|12|12|2|24|16|12|10|5|1;7321368529723,7321368529730,7321368529747,7321368529754,7321368529761,7321368529778,7321368529785,7321369137118
9860328;COTTON WOOL HALF ZIP;40;83103;605;202003;231,94;115;16/07/20;15/12/20;2;2|3|6|9|11|12|13|16|17|18|19;12|11|10|6|8|9|15|9|15|11|9;7325705969111,7325705969135,7325705969142,7325705969159,7325705969166,7325705969180,7325705969197
9861037;COTTON WOOL HALF ZIP;40;83103;605;202003;231,94;6;15/09/20;30/11/20;2;2|6|11|13|16;1|1|1|1|2;7325705969128
9839186;COTTON WOOL HALF ZIP;40;83103;97;202003;231,94;110;08/09/15;17/12/20;2;1|2|3|6|9|10|11|12|13|16|17|18|19;1|11|9|7|7|1|6|11|11|15|11|11|9;7321368531702,7321368531719,7321368531726,7321368531733,7321368531740,7321368531757,7321368531764
9861038;COTTON WOOL HALF ZIP;40;83103;97;202003;231,94;4;15/09/20;30/11/20;2;2|6|11|13;1|1|1|1;7321369137323
9860329;COTTON WOOL ZIP CARDIGAN;40;83104;92;202003;275,83;109;16/07/20;07/12/20;2;2|3|6|9|11|12|13|16|17|18;15|9|8|9|10|9|13|13|12|11;7325705969203,7325705969210,7325705969227,7325705969234,7325705969241,7325705969258,7325705969272,7325705969289
9861039;COTTON WOOL ZIP CARDIGAN;40;83104;92;202003;275,83;5;15/09/20;30/11/20;2;2|6|11|13|16;1|1|1|1|1;
9800641;STRETCH LT. WT. COTTON TURTLE;40;83124;5;201503;0;7;30/08/05;30/03/20;2;1;7;7322628381358,7322628381365,7322628381372,7322628381389,7322628381396,7322628381402
9802851;STRETCH COTTON TURTLE;40;83124;5;201603;0;0;31/07/06;22/11/19;2;;;7322622778796,7322622787736,7322622787774,7322622803733,7322622803757,7322622803788
9829469;SOLID LAMBSWOOL SLIPOVER;40;83500;405;201403;108,11;0;30/07/13;05/03/20;2;;;7322624738071,7322624779654,7322624934152,7322624936545,7322625041590,7322625062618
9800645;SOLID LAMBSWOOL SLIPOVER;40;83500;405;201803;0;0;30/08/05;05/03/20;2;;;7322620708535,7322620711016,7322620714574,7322620718244,7322622752819,7322622752925,7322622753069,7322622758880,7322622758910,7322622771179,7322628386049,7322628386056,7322628386063,7322628386070,7322628386087,7322628386094
9834095;SOLID LAMBSWOOL CREW;40;83501;405;201503;159,59;0;02/09/14;30/03/20;2;;;7322622897824,7322627031759,7322627037942,7322627042083,7322627043257,7322627043998,7322627045190
9800343;SOLID LAMBSWOOL CREW;40;83501;405;201603;0;0;02/08/05;22/11/19;2;;;7322622744975,7322622745002,7322622750044,7322622750082,7322622756992,7322622757036,7322628388982,7322628388999,7322628389002,7322628389019,7322628389026,7322628389033
9810300;SOLID LAMBSWOOL V-NECK;40;83502;280;201503;159,59;11;06/07/09;30/03/20;2;1;11;0200001033841,0200001033858,7322622897749,7322627031193,7322627032992,7322627035535,7322627042021,7322627043080,7322627044247
