ArtikkelNr;Varetekst;LevKod;LevFargKod;Sesong;MainGroup;MainGrpTekst;ArtGroup;ArtGrpTekst;VVarekostL10;AntL10;VerdiL10;VVarekostL40;AntL40;VerdiL40;TotAnt;TotVerdi;LC;VerdiLCL10;VerdiLCL40
9851891;O1.BRETON STRIPE RUGGER HOODIE;2027018;433;201803;170;JERSEY;10;MEN;595;2;1190;595;0;0;2;1190;310,42;620,84;0
9851892;O1.BRETON STRIPE RUGGER HOODIE;2027018;95;201803;170;JERSEY;10;MEN;595;7;4165;595;1;595;8;4760;310,42;2172,94;310,42
9851895;ORGANIC GANT SHIELD LOGO BODY;505123;654;201903;170;JERSEY;31;NEWBORN;130;2;260;130;0;0;2;260;64,53;129,06;0
9851896;ORGANIC GANT PANTS;511195;654;201903;140;PANTS;31;NEWBORN;105;4;420;105;0;0;4;420;55,04;220,16;0
9851899;O1. SLIM CORD JEANS;1000128;210;201803;150;JEANS;10;MEN;525;49;25725;525;8;4200;57;29925;240,67;11792,83;1925,36
9851900;O1. SLIM CORD JEANS;1000128;340;201803;150;JEANS;10;MEN;525;0;0;525;20;10500;20;10500;240,67;0;4813,4
9851902;BU. ORGANIC  BRETON STRIPE COVERALL;505125;433;201803;170;JERSEY;31;NEWBORN;196;1;196;196;0;0;1;196;97,56;97,56;0
9851904;D1. LIGHT WEIGHT SS T-SHIRT;4207030;113;202001;170;JERSEY;40;WOMEN;240;0;0;240;1;240;1;240;99,19;0;99,19
9851905;O1. PRINTED BLACKWATCH SHIRT;4320059;410;201803;160;SHIRTS;40;WOMEN;585;0;0;585;32;18720;32;18720;271,96;0;8702,72
9851906;G3. DOBBY BOW DRESS;4503027;410;201803;210;WOMEN;40;WOMEN;655;0;0;655;1;655;1;655;311,74;0;311,74
9851913;R1. GIRL POWER SOCKS;4968034;621;201803;740;ACC-WOMEN;70;ACC;48;4;192;48;2;96;6;288;21,47;85,88;42,94
9851918;O1. CONTRAST STRIPE SOCKS;9960045;339;201803;230;ACCESSORIES;10;MEN;48;4;192;48;0;0;4;192;21,47;85,88;0
9851919;O3. 2-PACK CANDYCANES GIFT BOX;4960019;410;201803;230;ACCESSORIES;40;WOMEN;105;5;525;105;3;315;8;840;52,32;261,6;156,96
9851920;R1. GIRL POWER SOCKS;4968034;94;201803;740;ACC-WOMEN;70;ACC;48;7;336;48;3;144;10;480;21,47;150,29;64,41
9851921;BU. 3 PACK BABY SOCKS;596000;420;201803;230;ACCESSORIES;31;NEWBORN;85;3;255;85;0;0;3;255;42,18;126,54;0
9851923;R1. POWER TO THE PEACEFUL SOCKS;9960047;113;201803;230;ACCESSORIES;10;MEN;52;16;832;52;20;1040;36;1872;24,63;394,08;492,6
9851924;R1. LOVE IS AN ACT OF RESISTANCE S.;9960050;410;201803;230;ACCESSORIES;10;MEN;52;26;1352;52;14;728;40;2080;24,63;640,38;344,82
9851929;O1. CONTRAST STRIPE SOCKS;9960045;464;201803;230;ACCESSORIES;10;MEN;48;2;96;48;0;0;2;96;21,47;42,94;0
9851930;O1. CONTRAST STRIPE SOCKS;9960045;509;201803;230;ACCESSORIES;10;MEN;48;9;432;48;0;0;9;432;21,47;193,23;0
9851932;G1. BANKER BOW BLOUSE;4320057;637;201803;160;SHIRTS;40;WOMEN;480;0;0;480;14;6720;14;6720;223,45;0;3128,3
9851933;G3. DOBBY BOW BLOUSE;4320058;626;201803;160;SHIRTS;40;WOMEN;445;0;0;445;3;1335;3;1335;203,29;0;609,87
9851939;O1. STRETCH COTTON V-NECK;88202;360;201801;180;KNITWEAR;10;MEN;350;1;350;350;0;0;1;350;149,6;149,6;0
9851944;O2. SLIM DUSTY JEANS;1007308;617;201901;150;JEANS;10;MEN;490;0;0;490;8;3920;8;3920;235,44;0;1883,52
9851945;SLIM DESERT JEANS;1010208;46;201903;150;JEANS;10;MEN;420;0;0;420;2;840;2;840;193,42;0;386,84
9851951;CONTRAST COLLAR PIQUE SS RUGGER;252105;11;201903;170;JERSEY;10;MEN;280;1;280;280;0;0;1;280;116,85;116,85;0
9851961;TG. GIRL POWER 2 PACK SOCKS;696040;665;201803;230;ACCESSORIES;60;TEEN GIRLS;80;1;80;80;0;0;1;80;36,41;36,41;0
9851962;TG. GANT  TIGHTS;696041;94;201803;230;ACCESSORIES;60;TEEN GIRLS;85;7;595;85;0;0;7;595;41,42;289,94;0
9851966;D1. REGIMENTAL STRIPE SOCKS;9960044;339;201903;230;ACCESSORIES;10;MEN;48;3;144;48;0;0;3;144;8,35;25,05;0
9851969;O1. CONTRAST STRIPE SOCKS;9960045;325;201803;230;ACCESSORIES;10;MEN;48;4;192;48;0;0;4;192;21,47;85,88;0
9851970;O1. CONTRAST STRIPE SOCKS;9960045;634;201803;230;ACCESSORIES;10;MEN;48;7;336;48;0;0;7;336;21,47;150,29;0
9851971;R1. WISEGUYS SOCKS;9960048;610;201803;230;ACCESSORIES;10;MEN;52;3;156;52;0;0;3;156;24,63;73,89;0
9851972;R1. WISEGUYS SOCKS;9960048;94;201803;230;ACCESSORIES;10;MEN;52;1;52;52;0;0;1;52;24,63;24,63;0
9851973;R1. DOVES SOCKS;9960049;410;201803;230;ACCESSORIES;10;MEN;52;12;624;52;0;0;12;624;24,63;295,56;0
9851974;R1. LOVE IS AN ACT OF RESISTANCE S.;9960050;621;201803;230;ACCESSORIES;10;MEN;52;3;156;52;0;0;3;156;24,63;73,89;0
9851975;R1. PEACE SOCKS;9960052;113;201803;230;ACCESSORIES;10;MEN;52;1;52;52;0;0;1;52;24,63;24,63;0
9851979;G3. DOBBY BOW BLOUSE;4320058;130;201803;160;SHIRTS;40;WOMEN;445;0;0;445;1;445;1;445;203,29;0;203,29
9851980;G3. DOBBY BOW BLOUSE;4320058;410;201803;160;SHIRTS;40;WOMEN;445;0;0;445;1;445;1;445;203,29;0;203,29
9851981;STRETCH OXFORD SOLID;432681;634;201903;160;SHIRTS;40;WOMEN;345;0;0;345;44;15180;44;15180;174,54;0;7679,76
9851991;O1. SLIM CORD JEANS;1000128;15;201803;150;JEANS;10;MEN;525;3;1575;525;3;1575;6;3150;240,67;722,01;722,01
9851992;O1.SLIM HERRINGBONE SLACK;1500014;405;201803;140;PANTS;10;MEN;490;0;0;490;2;980;2;980;233,26;0;466,52
9851993;G1.WASHABLE WOOL PANT;1505018;410;201803;140;PANTS;10;MEN;560;4;2240;560;2;1120;6;3360;294,3;1177,2;588,6
9851994;O2. ROLLER NECK;4204401;213;201803;170;JERSEY;40;WOMEN;240;3;720;240;0;0;3;720;111,73;335,19;0
9851995;O2. ROLLER NECK;4204401;410;201803;170;JERSEY;40;WOMEN;240;4;960;240;0;0;4;960;111,73;446,92;0
9851996;ORGANIC GANT PANTS;511195;451;201903;140;PANTS;31;NEWBORN;108;1;108;108;0;0;1;108;55,04;55,04;0
9852000;THE ORIGINAL SLIM PIQUE SS RUGGER;2202;361;201901;170;JERSEY;10;MEN;265;0;0;265;5;1325;5;1325;80,39;0;401,95
9852009;LINE ROBE;856003303;324;201803;1060;LOUNGE WEAR;90;HOME;636;0;0;636;48;30528;48;30528;288,85;0;13864,8
9852037;O1. CHECKED LAMBSWOOL SCARF;9920009;130;201803;230;ACCESSORIES;10;MEN;245;0;0;245;38;9310;38;9310;104,1;0;3955,8
9852038;O1. CHECKED LAMBSWOOL SCARF;9920009;339;201803;230;ACCESSORIES;10;MEN;245;0;0;245;125;30625;125;30625;104,1;0;13012,5
9852039;O1. CHECKED LAMBSWOOL SCARF;9920009;621;201803;230;ACCESSORIES;10;MEN;245;13;3185;245;16;3920;29;7105;104,1;1353,3;1665,6
9852040;O3. OXFORD WEAVE SCARF;9920010;436;201803;230;ACCESSORIES;10;MEN;210;0;0;210;4;840;4;840;97,01;0;388,04
9852041;O3. OXFORD WEAVE SCARF;9920010;610;201803;230;ACCESSORIES;10;MEN;210;0;0;210;4;840;4;840;97,01;0;388,04
9852042;O1. GANT FLAG POCKET SQUARE;9920018;410;201901;230;ACCESSORIES;10;MEN;175;5;875;175;0;0;5;875;82,38;411,9;0
9852043;O2. HERRINGBONE SCARF;9920030;293;201803;230;ACCESSORIES;10;MEN;210;14;2940;210;0;0;14;2940;97,01;1358,14;0
9852045;O3. XO POCKET SQUARE;9920041;410;201803;230;ACCESSORIES;10;MEN;175;9;1575;175;3;525;12;2100;76,3;686,7;228,9
9852046;O3. XO POCKET SQUARE;9920041;621;201803;230;ACCESSORIES;10;MEN;175;13;2275;175;6;1050;19;3325;76,3;991,9;457,8
9852047;O1. REGIMENTAL STRIPE TIE;9950002;410;201903;230;ACCESSORIES;10;MEN;280;0;0;280;4;1120;4;1120;95,74;0;382,96
9852048;D1. REGIMENTAL STRIPE TIE;9950002;621;201903;230;ACCESSORIES;10;MEN;280;1;280;280;7;1960;8;2240;95,74;95,74;670,18
9852049;O2. HERRINGBONE SCARF;9920030;220;201803;230;ACCESSORIES;10;MEN;210;13;2730;210;0;0;13;2730;97,01;1261,13;0
9852050;O2. HERRINGBONE SCARF;9920030;410;201803;230;ACCESSORIES;10;MEN;210;12;2520;210;0;0;12;2520;97,01;1164,12;0
9852051;COTTON WOOL CREW;83101;888;201903;180;KNITWEAR;10;MEN;385;0;0;385;10;3850;10;3850;199,78;0;1997,8
9852057;TB. BLACKWATCH SCARF;992023;410;201803;230;ACCESSORIES;20;BOYS;175;15;2625;175;0;0;15;2625;82,84;1242,6;0
9852059;O3. XO TIE;9950010;410;201803;230;ACCESSORIES;10;MEN;280;3;840;280;0;0;3;840;126,44;379,32;0
9852060;O3. XO TIE;9950010;621;201803;230;ACCESSORIES;10;MEN;280;7;1960;280;0;0;7;1960;126,44;885,08;0
9852063;O2. CASUAL DOUBLE DECKER;4700045;410;201803;100;OUTERWEAR;40;WOMEN;1545;0;0;1545;3;4635;3;4635;799,23;0;2397,69
9852065;G1. TECHNICAL WOOL TRENCH;4750018;218;201803;100;OUTERWEAR;40;WOMEN;1375;6;8250;1375;4;5500;10;13750;698,45;4190,7;2793,8
9852066;O1. THE ROUGH WEATHER SLICKER;7001537;454;201803;100;OUTERWEAR;10;MEN;1575;14;22050;1575;4;6300;18;28350;831,54;11641,56;3326,16
9852068;O1. BARSTRIPE HEAVY RUGGER;2025017;95;201803;170;JERSEY;10;MEN;525;12;6300;525;0;0;12;6300;266,41;3196,92;0
9852069;G1. LEATHER GLOVES;4930060;323;201804;230;ACCESSORIES;40;WOMEN;240;4;960;240;0;0;4;960;111,33;445,32;0
9852076;D1. CLASSIC SUEDE GLOVES;9930064;323;201903;230;ACCESSORIES;10;MEN;260;31;8060;260;34;8840;65;16900;127,86;3963,66;4347,24
9852077;CLASSIC SUEDE GLOVES;9930064;5;201903;230;ACCESSORIES;10;MEN;260;6;1560;260;0;0;6;1560;127,86;767,16;0
9852081;O1. COTTON POLO LS;4803072;410;201901;180;KNITWEAR;40;WOMEN;585;0;0;585;10;5850;10;5850;207,1;0;2071
9852084;O2. DONEGAL CABLE CREW;8040032;287;201803;180;KNITWEAR;10;MEN;560;3;1680;560;0;0;3;1680;259,42;778,26;0
9852085;O2. DONEGAL CABLE CREW;8040032;396;201803;180;KNITWEAR;10;MEN;560;1;560;560;0;0;1;560;259,42;259,42;0
9852086;O2. DONEGAL CABLE CREW;8040032;481;201803;180;KNITWEAR;10;MEN;560;3;1680;560;0;0;3;1680;259,42;778,26;0
9852087;FINE MERINO TURTLE NECK;8040047;433;201903;180;KNITWEAR;10;MEN;525;0;0;525;2;1050;2;1050;251,79;0;503,58
9852088;FINE MERINO TURTLE NECK;8040047;5;201903;180;KNITWEAR;10;MEN;490;0;0;490;1;490;1;490;251,79;0;251,79
9852103;O1. AMERICAN COTTON VEST;8040028;410;201803;180;KNITWEAR;10;MEN;385;5;1925;385;0;0;5;1925;196,2;981;0
9852104;O1. AMERICAN COTTON VEST;8040028;92;201803;180;KNITWEAR;10;MEN;385;10;3850;385;0;0;10;3850;196,2;1962;0
9852105;O1. TP BC INDIGO CHECK REG BD;3004320;339;201803;160;SHIRTS;10;MEN;455;27;12285;455;0;0;27;12285;202,97;5480,19;0
9852106;O1. TP BC INDIGO CHECK REG BD;3004320;410;201803;160;SHIRTS;10;MEN;455;22;10010;455;0;0;22;10010;202,97;4465,34;0
9852107;O2. THE DOWN PARKA;7001545;621;201803;100;OUTERWEAR;10;MEN;2415;5;12075;2415;9;21735;14;33810;1268,34;6341,7;11415,06
9852108;O1. THE WEATHER COAT;7050007;410;201803;100;OUTERWEAR;10;MEN;1330;0;0;1330;5;6650;5;6650;616,22;0;3081,1
9852109;G1. WASHABLE WOOL BLAZER;7705034;410;201803;120;BLAZERS;10;MEN;1008;0;0;1008;8;8064;8;8064;607,13;0;4857,04
9852112;O1. TP B OVERSIZED OXFORD SHIRT;4321008;637;201803;160;SHIRTS;40;WOMEN;550;0;0;550;18;9900;18;9900;270,5;0;4869
9852119;O1. THE CITY RAINCOAT;7050006;423;201803;100;OUTERWEAR;10;MEN;1715;31;53165;1715;13;22295;44;75460;901,16;27935,96;11715,08
9852121;O1. MICRO PRINT REG BD;3011130;625;201803;160;SHIRTS;10;MEN;350;0;0;350;1;350;1;350;154,01;0;154,01
9852122;O1. WINTER TWILL PLAID REG BD;3011530;436;201803;160;SHIRTS;10;MEN;346,5;2;693;346,5;0;0;2;693;174,42;348,84;0
9852123;O1. TP FLANNEL SHIRT;4311034;113;201803;160;SHIRTS;40;WOMEN;345;1;345;345;28;9660;29;10005;157,1;157,1;4398,8
9852124;O1. TP FLANNEL SHIRT;4311034;339;201803;160;SHIRTS;40;WOMEN;345;0;0;345;4;1380;4;1380;157,1;0;628,4
9852125;TB. TWILL BLACKWATCH SHIRT;930395;374;201803;160;SHIRTS;20;BOYS;270;5;1350;270;0;0;5;1350;134,83;674,15;0
9852127;O1. SLIM CORD SLACK;1500016;405;201803;140;PANTS;10;MEN;420;0;0;420;4;1680;4;1680;192,04;0;768,16
9852130;O1. PUPPYTOOTH SLACK;1500015;94;201803;140;PANTS;10;MEN;420;0;0;420;4;1680;4;1680;168,33;0;673,32
9852131;O1. SLIM SALT N PEPPER SLACK;1500013;92;201803;140;PANTS;10;MEN;420;0;0;420;1;420;1;420;187,48;0;187,48
9852132;O1. SLIM CORD SLACK;1500016;210;201803;140;PANTS;10;MEN;378;0;0;378;1;378;1;378;192,04;0;192,04
9852133;D1. GANT 1949 SS;2003004;113;201903;170;JERSEY;10;MEN;140;0;0;140;1;140;1;140;63,06;0;63,06
9852138;O3. LAMBSWOOL CABLE CREW;8020028;130;201803;180;KNITWEAR;10;MEN;560;9;5040;560;0;0;9;5040;256,15;2305,35;0
9852139;SUPERFINE LAMBSWOOL V-NECK;86212;220;201903;180;KNITWEAR;10;MEN;455;5;2275;455;76;34580;81;36855;263,82;1319,1;20050,32
9852140;SUPERFINE LAMBSWOOL V-NECK;86212;90;201903;180;KNITWEAR;10;MEN;455;20;9100;455;0;0;20;9100;263,82;5276,4;0
9852141;SUPER FINE LAMBSWOOL ZIP;86213;90;201903;180;KNITWEAR;10;MEN;560;1;560;560;0;0;1;560;311,41;311,41;0
9852142;TB. GANT 1949 LS T-SHIRT;905126;220;201803;170;JERSEY;20;BOYS;125;11;1375;125;0;0;11;1375;59,85;658,35;0
9852143;TB. GANT 1949 LS T-SHIRT;905126;496;201803;170;JERSEY;20;BOYS;125;132;16500;125;0;0;132;16500;59,85;7900,2;0
9852146;O1. TP OVERSIZED OXFORD SHIRT;4311028;637;201803;160;SHIRTS;40;WOMEN;415;0;0;415;20;8300;20;8300;192,35;0;3847
9852152;TB. THE ORIGINAL LS T-SHIRT;905124;94;201903;170;JERSEY;20;BOYS;125;1;125;125;0;0;1;125;54;54;0
9852192;O1. GRAPHIC FULL ZIP CARDIGAN;2048037;93;201803;170;JERSEY;10;MEN;350;3;1050;350;1;350;4;1400;176,04;528,12;176,04
9852194;O1. SLIM CORD JEANS;1000128;704;201803;150;JEANS;10;MEN;525;0;0;525;6;3150;6;3150;240,67;0;1444,02
9852195;O1. STRAIGHT CORD JEANS;4100057;210;201803;150;JEANS;40;WOMEN;480;0;0;480;51;24480;51;24480;240,67;0;12274,17
9852196;O1. STRAIGHT CORD JEANS;4100057;410;201803;150;JEANS;40;WOMEN;480;0;0;480;38;18240;38;18240;240,67;0;9145,46
9852206;TB. GANT 1949 LS T-SHIRT;905126;433;201803;170;JERSEY;20;BOYS;125;119;14875;125;0;0;119;14875;59,85;7122,15;0
9852215;TG. CHUNKY CABLE CREW;683992;130;201803;180;KNITWEAR;60;TEEN GIRLS;445;24;10680;445;0;0;24;10680;220,73;5297,52;0
9852216;TG. CHUNKY CABLE CREW;683992;433;201803;180;KNITWEAR;60;TEEN GIRLS;445;20;8900;445;0;0;20;8900;220,73;4414,6;0
9852217;O1. GRAPHIC SWEAT HOODIE;2047039;433;201803;170;JERSEY;10;MEN;420;10;4200;420;0;0;10;4200;189,66;1896,6;0
9852219;O1. GRAPHIC FULL ZIP CARDIGAN;2048037;433;201803;170;JERSEY;10;MEN;350;2;700;350;0;0;2;700;176,04;352,08;0
9852220;G1.BI-STRETCH WOOL FITTED DRESS;4505001;323;201803;210;WOMEN;40;WOMEN;690;0;0;690;4;2760;4;2760;320,46;0;1281,84
9852221;O1. WOOL PEA COAT;4701002;423;201803;100;OUTERWEAR;40;WOMEN;1200;10;12000;1200;48;57600;58;69600;567,35;5673,5;27232,8
9852223;O2. OVERSIZED COAT;4751004;621;201803;100;OUTERWEAR;40;WOMEN;1340;2;2680;1340;0;0;2;2680;633,29;1266,58;0
9852224;O1. TP B OXFORD SOLID REG BD;3005520;110;201903;160;SHIRTS;10;MEN;525;4;2100;525;1;525;5;2625;218,05;872,2;218,05
9852225;STRETCH PLAIN SATEEN SLIM TOWN;3050416;423;201901;160;SHIRTS;10;MEN;420;2;840;420;0;0;2;840;200,12;400,24;0
9852226;G1. SIGNATURE PRINT SLIM SPREAD;3051716;110;201803;160;SHIRTS;10;MEN;455;0;0;455;1;455;1;455;210,59;0;210,59
9852229;O1. TP B FITTED FEMININE OXFORD TOP;4321016;110;201803;160;SHIRTS;40;WOMEN;550;0;0;550;8;4400;8;4400;267,21;0;2137,68
9852250;G1. TP WRAP BLOUSE;4321014;110;201803;160;SHIRTS;40;WOMEN;550;0;0;550;3;1650;3;1650;271,77;0;815,31
9852251;SUPERFINE LAMBSWOOL SLIPOVER;86210;97;201903;180;KNITWEAR;10;MEN;385;8;3080;385;2;770;10;3850;195,38;1563,04;390,76
9852252;SUPERFINE LAMBSWOOL CREW;4802501;293;201803;180;KNITWEAR;40;WOMEN;415;0;0;415;1;415;1;415;196,2;0;196,2
9852253;SUPERFINE LAMBSWOOL CREW;4802501;410;201803;180;KNITWEAR;40;WOMEN;415;0;0;415;1;415;1;415;196,2;0;196,2
9852256;SUPERFINE LAMBSWOOL V-NECK;4802502;410;201903;180;KNITWEAR;40;WOMEN;415;0;0;415;10;4150;10;4150;210,41;0;2104,1
9852258;SUPERFINE LAMBSWOOL V-NECK;86212;626;201903;180;KNITWEAR;10;MEN;455;7;3185;455;5;2275;12;5460;263,82;1846,74;1319,1
9852259;O1. GRAPHIC SWEAT HOODIE;2047039;509;201803;170;JERSEY;10;MEN;420;1;420;420;0;0;1;420;189,66;189,66;0
9852260;O1. GRAPHIC SWEAT HOODIE;2047039;93;201803;170;JERSEY;10;MEN;420;24;10080;420;0;0;24;10080;189,66;4551,84;0
9852265;O1. ORIGINAL BAG;9970007;410;201803;230;ACCESSORIES;10;MEN;280;1;280;280;0;0;1;280;127,47;127,47;0
9852266;O1. ORIGINAL BACKPACK;9970008;410;201803;230;ACCESSORIES;10;MEN;310;1;310;310;0;0;1;310;144,73;144,73;0
9852272;O2. WINDBLOWN FLANNEL PLAID REG BD;3012230;621;201803;160;SHIRTS;10;MEN;420;0;0;420;1;420;1;420;0;0;0
9852273;O2. WINDBLOWN FLANNEL PLAID REG BD;3012230;704;201803;160;SHIRTS;10;MEN;420;3;1260;420;11;4620;14;5880;0;0;0
9852274;R2. WINTER FLANNEL MADRAS SHIRT;4311038;230;201803;160;SHIRTS;40;WOMEN;345;0;0;345;144;49680;144;49680;148,44;0;21375,36
9852275;TB. FLANNEL CHECK SHIRT;930396;220;201803;160;SHIRTS;20;BOYS;260;31;8060;260;0;0;31;8060;129,27;4007,37;0
9852276;TB. FLANNEL CHECK SHIRT;930396;621;201803;160;SHIRTS;20;BOYS;260;24;6240;260;0;0;24;6240;129,27;3102,48;0
9852292;Ashley;17551832;G00;201803;50;Sko;91;SHOES;480,62;1;480,62;480,62;1;480,62;2;961,24;0;0;0
9852296;Fay;17553938;G46;201803;50;Sko;91;SHOES;429,04;0;0;429,04;2;858,08;2;858,08;0;0;0
9852297;Fay;17553938;G69;201803;50;Sko;91;SHOES;429,04;0;0;429,04;6;2574,24;6;2574,24;0;0;0
9852319;Huck;17641217;G45;201803;50;Sko;91;SHOES;480,62;0;0;480,62;18;8651,16;18;8651,16;0;0;0
9852322;Tomas;17643880;G467;201803;50;Sko;91;SHOES;375;0;0;375;29;10875;29;10875;0;0;0
9852325;Don;17643901;G45;201803;50;Sko;91;SHOES;480,62;14;6728,68;480,62;76;36527,12;90;43255,8;0;0;0
9852327;Oscar;17651904;G00;201803;50;Sko;91;SHOES;480,62;0;0;480,62;13;6248,06;13;6248,06;0;0;0
9852329;Oscar;17651904;G46;201803;50;Sko;91;SHOES;480,62;6;2883,72;480,62;50;24031;56;26914,72;0;0;0
9852330;James;17651960;G46;201803;50;Sko;91;SHOES;480,63;1;480,63;480,63;0;0;1;480,63;0;0;0
9852339;O3. BRUSHED OXFORD REG BD;3000370;373;201803;160;SHIRTS;10;MEN;350;0;0;350;6;2100;6;2100;125,8;0;754,8
9852341;O3. BRUSHED OXFORD REG BD;3000370;621;201803;160;SHIRTS;10;MEN;350;0;0;350;1;350;1;350;125,8;0;125,8
9852352;O1. TP PIQUE SOLID SLIM BD;3002562;11;201903;160;SHIRTS;10;MEN;420;0;0;420;2;840;2;840;212,19;0;424,38
9852355;G1. LEATHER BELT;4940008;218;201803;230;ACCESSORIES;40;WOMEN;205;0;0;205;1;205;1;205;97,01;0;97,01
9852356;G1. LEATHER BELT;4940008;318;201803;230;ACCESSORIES;40;WOMEN;205;11;2255;205;0;0;11;2255;97,01;1067,11;0
9852357;G1. LEATHER BELT;4940008;5;201803;230;ACCESSORIES;40;WOMEN;205;1;205;205;0;0;1;205;97,01;97,01;0
9852358;G1. LEATHER BELT;4940008;621;201803;230;ACCESSORIES;40;WOMEN;205;3;615;205;0;0;3;615;97,01;291,03;0
9852360;GANT LEATHER BELT;9940046;205;201903;230;ACCESSORIES;10;MEN;190;1;190;190;2;380;3;570;70,85;70,85;141,7
9852365;TP OXFORD PLAIN SLIM HBD;3005132;434;201903;160;SHIRTS;10;MEN;385;0;0;385;1;385;1;385;168,85;0;168,85
9852366;TP OXFORD SHIRT;4311027;110;201903;160;SHIRTS;40;WOMEN;345;0;0;345;4;1380;4;1380;152,77;0;611,08
9852367;TP OXFORD SHIRT;4311027;468;201903;160;SHIRTS;40;WOMEN;345;0;0;345;6;2070;6;2070;152,77;0;916,62
9852368;R2. WINTER FLANNEL MADRAS SHIRT;4311038;113;201803;160;SHIRTS;40;WOMEN;345;0;0;345;4;1380;4;1380;148,44;0;593,76
9852369;O1. TP OXFORD TOP;4311051;436;201803;160;SHIRTS;40;WOMEN;375;0;0;375;12;4500;12;4500;169,47;0;2033,64
9852375;THE ORIGINAL HEAVY RUGGER;2005020;433;201804;170;JERSEY;10;MEN;350;2;700;350;0;0;2;700;161,33;322,66;0
9852376;THE ORIGINAL HEAVY RUGGER;2005020;436;201804;170;JERSEY;10;MEN;350;2;700;350;0;0;2;700;161,33;322,66;0
9852378;THE ORIGINAL HEAVY RUGGER;2005020;90;201804;170;JERSEY;10;MEN;385;1;385;385;1;385;2;770;161,33;161,33;161,33
9852383;O1.WASHABLE FLANNEL SKIRT;4401011;410;201803;200;SKIRTS;40;WOMEN;585;0;0;585;4;2340;4;2340;269,23;0;1076,92
9852384;O1.HERRINGBONE JERSEY SKIRT;4401017;92;201803;200;SKIRTS;40;WOMEN;480;0;0;480;6;2880;6;2880;218;0;1308
9852385;D1. SLIM SATIN CHINO;1500011;405;201903;140;PANTS;10;MEN;420;13;5460;420;11;4620;24;10080;210,3;2733,9;2313,3
9852389;O2. CLASSIC LONG DOWN JACKET;4700042;243;201803;100;OUTERWEAR;40;WOMEN;1375;1;1375;1375;0;0;1;1375;666,02;666,02;0
9852395;TG. PRINTED BARSTRIPE LS T-SHIRT;605126;94;201803;170;JERSEY;60;TEEN GIRLS;140;1;140;140;0;0;1;140;70,14;70,14;0
9852401;THE BROADCLOTH BANKER REG BD;3046500;423;201903;160;SHIRTS;10;MEN;350;3;1050;350;0;0;3;1050;138,42;415,26;0
9852402;THE BROADCLOTH SLIM BD;3046402;410;201903;160;SHIRTS;10;MEN;350;1;350;350;0;0;1;350;139,02;139,02;0
9852403;THE BROADCLOTH SLIM BD;3046402;509;201903;160;SHIRTS;10;MEN;350;0;0;350;8;2800;8;2800;139,02;0;1112,16
9852409;KEY WEST PAISLEY PILLOWCASE;851005401;230;201903;1010;D/D SOLID;90;HOME;138;22;3036;138;0;0;22;3036;71,03;1562,66;0
9852410;KEY WEST PAISLEY SINGLE DUVET;851005402;230;201903;1010;D/D SOLID;90;HOME;562;0;0;562;2;1124;2;1124;281,18;0;562,36
9852411;KEY WEST PAISLEY DOUBLE DUVET;851005403;230;201903;1010;D/D SOLID;90;HOME;800;0;0;800;3;2400;3;2400;430,06;0;1290,18
9852420;FLANNEL PAISLEY SINGLE DUVET;851015302;509;201803;1010;D/D SOLID;90;HOME;470;0;0;470;3;1410;3;1410;232,96;0;698,88
9852425;SIGNATURE BEDRUNNER;851015412;162;201803;1010;D/D SOLID;90;HOME;419;5;2095;419;1;419;6;2514;185,47;927,35;185,47
9852427;SIGNATURE PILLOWCASE;851015501;161;201803;1010;D/D SOLID;90;HOME;145;1;145;145;0;0;1;145;60,14;60,14;0
9852429;SIGNATURE SINGLE DUVET;851015502;161;201803;1010;D/D SOLID;90;HOME;726;0;0;726;1;726;1;726;365,01;0;365,01
9852432;COMO PILLOWCASE;851015701;459;201803;1010;D/D SOLID;90;HOME;138;0;0;138;71;9798;71;9798;56,67;0;4023,57
9852433;COMO SINGLE DUVET;851015702;459;201803;1010;D/D SOLID;90;HOME;562;0;0;562;23;12926;23;12926;271,04;0;6233,92
9852434;COMO DOUBLE DUVET;851015703;459;201803;1010;D/D SOLID;90;HOME;817;0;0;817;7;5719;7;5719;402,3;0;2816,1
9852435;SATEEN RIBBON PILLOWCASE;851015901;341;201903;1010;D/D SOLID;90;HOME;174;3;522;174;0;0;3;522;88,48;265,44;0
9852440;GROVE PILLOWCASE;851016801;318;201803;1010;D/D SOLID;90;HOME;145;29;4205;145;1;145;30;4350;58,13;1685,77;58,13
9852441;GROVE SINGLE DUVET;851016802;318;201803;1010;D/D SOLID;90;HOME;672;0;0;672;7;4704;7;4704;296,24;0;2073,68
9852455;POPLAR D/D SET WITH 2 P/C;851015114;339;201803;1010;D/D SOLID;90;HOME;870;0;0;870;5;4350;5;4350;418,54;0;2092,7
9852456;POPLAR D/D SET WITH 2 P/C;851015114;459;201803;1010;D/D SOLID;90;HOME;870;0;0;870;4;3480;4;3480;418,54;0;1674,16
9852464;SIGNATURE DOUBLE BEDSPREAD;851015408;323;201803;1010;D/D SOLID;90;HOME;980;3;2940;980;0;0;3;2940;468,61;1405,83;0
9852465;SIGNATURE BEDCUSHION;851015409;323;201803;1010;D/D SOLID;90;HOME;218;17;3706;218;0;0;17;3706;101,58;1726,86;0
